Customer,Invoice,Invoice Date,Transaction Type,Transaction Date,Amount,Open Balance,Payment Applied
80234500,76547,9/11/15,INV,9/11/15,6133.19,6133.19,FALSE
80530000,76548,9/11/15,INV,9/11/15,1879.74,1879.74,FALSE
80552500,76549,9/11/15,INV,9/11/15,286.59,286.59,FALSE
80619700,76550,9/11/15,INV,9/11/15,3963.6,3963.6,FALSE
80845500,76551,9/11/15,INV,9/11/15,4087.35,4087.35,FALSE
81117400,76552,9/11/15,INV,9/11/15,2912.47,2912.47,FALSE
81117400,76553,9/11/15,INV,9/11/15,812.92,812.92,FALSE
81730000,76554,9/11/15,INV,9/11/15,33921.58,33921.58,FALSE
81780000,76555,9/11/15,INV,9/11/15,1552.98,1552.98,FALSE
81780000,76556,9/11/15,INV,9/11/15,2200,2200,FALSE
81810200,76557,9/11/15,INV,9/11/15,2898.06,2898.06,FALSE
82796000,76558,9/11/15,INV,9/11/15,5187,5187,FALSE
82835000,76559,9/11/15,INV,9/11/15,3045,3045,FALSE
83030700,76560,9/11/15,INV,9/11/15,7291.18,7291.18,FALSE
83032500,76561,9/11/15,INV,9/11/15,3337.77,3337.77,FALSE
83032500,76562,9/11/15,INV,9/11/15,3436.88,3436.88,FALSE
83032500,76563,9/11/15,INV,9/11/15,3945.38,3945.38,FALSE
83032500,76564,9/11/15,INV,9/11/15,3532.79,3532.79,FALSE
83663000,76565,9/11/15,INV,9/11/15,3288.7,3288.7,FALSE
83832500,76566,9/11/15,INV,9/11/15,7700,7700,FALSE
83832500,76567,9/11/15,INV,9/11/15,3300,3300,FALSE
80619600,76568,9/14/15,INV,9/14/15,7687.68,7687.68,FALSE
81310000,76569,9/14/15,INV,9/14/15,4673.35,4673.35,FALSE
81591500,76570,9/14/15,INV,9/14/15,6617,6617,FALSE
81780000,76571,9/14/15,INV,9/14/15,1123.09,1123.09,FALSE
81780000,76572,9/14/15,INV,9/14/15,56742.07,56742.07,FALSE
81885200,76573,9/14/15,INV,9/14/15,5987.59,5987.59,FALSE
81885200,76574,9/14/15,INV,9/14/15,3348.86,3348.86,FALSE
82072200,76575,9/14/15,INV,9/14/15,7001.97,7001.97,FALSE
82126100,76576,9/14/15,INV,9/14/15,5070,5070,FALSE
82187500,76577,9/14/15,INV,9/14/15,22336.76,22336.76,FALSE
83032500,76579,9/14/15,INV,9/14/15,3025.2,3025.2,FALSE
83032500,76580,9/14/15,INV,9/14/15,3287.67,3287.67,FALSE
81780000,76581,9/15/15,INV,9/15/15,8862.66,8862.66,FALSE
81885200,76582,9/15/15,INV,9/15/15,3432.54,3432.54,FALSE
81885200,76583,9/15/15,INV,9/15/15,4790.74,4790.74,FALSE
81885200,76584,9/15/15,INV,9/15/15,4773.88,4773.88,FALSE
81885200,76585,9/15/15,INV,9/15/15,3054.03,3054.03,FALSE
81885200,76586,9/15/15,INV,9/15/15,3296.66,3296.66,FALSE
81885200,76587,9/15/15,INV,9/15/15,4368.09,4368.09,FALSE
82917000,76588,9/15/15,INV,9/15/15,5023.59,5023.59,FALSE
83032500,76589,9/15/15,INV,9/15/15,1791.51,1791.51,FALSE
83032500,76590,9/15/15,INV,9/15/15,3141.63,3141.63,FALSE
83984000,76591,9/15/15,INV,9/15/15,993.75,993.75,FALSE
80682800,76592,9/16/15,INV,9/16/15,6839.44,6839.44,FALSE
80682800,76593,9/16/15,INV,9/16/15,2306.44,2306.44,FALSE
81780000,76594,9/16/15,INV,9/16/15,3116.76,3116.76,FALSE
82126100,76595,9/16/15,INV,9/16/15,1833,1833,FALSE
82187500,76596,9/16/15,INV,9/16/15,2997.6,2997.6,FALSE
82474000,76597,9/16/15,INV,9/16/15,3890.75,3890.75,FALSE
82877500,76598,9/16/15,INV,9/16/15,45262.81,45262.81,FALSE
83032500,76599,9/16/15,INV,9/16/15,4986.89,4986.89,FALSE
83832500,76600,9/16/15,INV,9/16/15,12480,12480,FALSE
